,Text,Translated
1563,"지난 2월 감염법 예방법을 상향 조정한 상태다. A씨처럼 역학조사를 방해할 경우는 2년 이하의 징역 또는 2000만원 이하 벌금형을 받게 된다. 격리조치 위반은 1년 이하 징역 또는 1000만원 이하 벌금형, 집합금지 행정명령을 위반하면 300만원 이하 벌금형이 내려진다.
https://t.co/xwdu7hzgRs","Last February, the prevention of the infectious disease is upgraded. If you interfere with epidemiological surveys like A, you will be figured for a fee of less than 2 years or less than 20 million won. Isolation measures violations are fishered below 3 million won if you violate the set prohibited administration orders for a year or less, or less than 10 million won.
https://t.co/Xwdu7Hzgrs"
1564,자가격리 중엔 시차 적응이 더  안되는구나.  활동량이 없으니. 오후 5시에 깨서 다음 날 아침 8시에 잔다. 오일째인 오늘도 ㅋ,"You do not have to adapt to the time difference in the price of the person. There is no activity. At 5 o'clock at 5 pm, sleep at 8 o'clock in the morning. Today,"
1565,"▼코로나19 관련 대응 ▼(6. 14. 10:00) 

확진자(성남#158) 발생
　
◾️ 성남#158 (중원구 상대원2동 거주자)
* 성남#150의 접촉자
* 증상발현일 6월 11일
* 6월 6일 하나님의 교회 예배 참석자
* 자가격리 중 확진 판정

6월 13일 검체채취
6월 14일 양성 판정","▼ Corona 19 Related Response ▼ (6. 14. 10:00)

Confirmation (Seongnam # 158)

◾️ Seongnam # 158 (Chief of the Central Party)
* Seongnam # 150 contact
* Symptom expression date June 11
* June 6, the Church of God's Church Worship
* Corrected judgment during price

June 13 Session of Sample
June 14,"
1566,조한혜정 칼럼 제목이 워낙 섹시해서 수년 만에 읽었는데 중간까지 막 욕이 튀어 나오려다가 마지막 결론부부터 그래도 나이 값은 하는구나 하는 마음이 들었다. 조한혜정의  계급적 인격적 철딱서니에 대한 학습된 선입견이 너무 컸다. 원격 격리가 불가능한 계층 문제..ㅠ https://t.co/4uSAlapK3v,"I was so sexy because I was so sexy because I was so sexy because I was so sexy, but I was going to pop out until the middle, and I heard the age value, but the last conclusion. The learned prejudice for the classic stump of the benefits was too large. Remote isolation is a hierarchy problem .. ㅠ https://t.co/4USALAPK3V"
1567,어쩔 도리 없다. 중국 우한처럼 입국 금지시킬 수는 없겠지만 유럽발 입국자 자가 격리 정도는 강제해야 하겠다. 그리고 사회 전반의 한계가 극에 달하고 있으니.. 그래도 조금만 더 헤쳐 나가자. https://t.co/Zk4PG7mTUG,"There is no way. It can not be banned like a Wuhan in China, but it will be forced to be able to forcibly isolate European immigrants. And the limitations of the whole society are on the pole. https://t.co/ZK4PG7MTUG"
1568,당장 저런걸로 급차이를 둬서 어느 동네 주민은 격리하고 이러는것도 아니고 왜 저렇게 민감하게 대해야하는가에 대해 이해를 못하겠음 애초에 저 표를 맹신할 수 없다는것은 모두가 제일 잘 알텐데,I do not understand that the residents of the neighborhood are not to be isolated and why I do not understand why I do not think so sensitive to that.
1569,@himmel_mktlvr 하긴 이건 2주(+2주) 격리 한다고 해도 갈 사람  갈거 같네요,@Himmel_mktlvr I do not think I'll go to two weeks (+2 weeks).
1570,"리치웨이발 확진 80대, 자가격리 어기고 병원 돌아다녀 (출처 : 서울신문 | 네이버 뉴스) https://t.co/gTnPIGB1wE","Richway is confirmed, 80s, princely dedicated to the hospital (Source: Seoul Newspaper | Naver News) https://t.co/GTNPIGB1WE"
1571,"자가격리 기간 휴대폰 두고 무단이탈 30대, 귀가 중 딱 걸려 | 다음 뉴스 https://t.co/FS7BJHxS7b","Now, the price of the mobile phone is a 30-year-old, 30s, Next News https://t.co/FS7BJHXS7B"
1572,"@yongddy @kbh4153 완전 악질, 사회 격리시켜야 합니다","@yongddy @ kbh4153 Full capacity, social isolation"
1573,"코로나19감염!
눈물 흘릴때는 이미 늦습니다!
사랑하는 이들을 
떠나 보내지 않을려면
질본 방역수칙을 꼭 준수 합시다!
주말은 자진격리!
한번 끼친 민폐는 평생후회로
남습니다! https://t.co/l4N7MIr3em","Corona 19 infection!
It's already late when you shed tears!
I love you
If you do not leave it
Let's comply with the boundary defense rules!
Weekend is self-definitive!
Minute,
Remove! https://t.co/L4N7Mir3EM"
1574,"동생은 의사가 의심군으로 분류해서 무료검진 후 자가격리 처분 받았습니다....
당장 저녁을 제가 챙겨줘야하게 생겼네요","My brother was divided into a doctor as a suspicious force and received a free disposal after a free screening ....
I have to take my dinner right now."
1575,"자기격리 위반했다고 베트남 유학생 추방해 버리고 그러더만,
북한 탈출자 박상학같은 이는 대한민국에 들어와 소요나 일으키는 불순분자인데 왜 안 쫓아내는가?
대한민국 국민에게 평화 대신 불안감이나 안겨 주는 탈북민들은 가차없이 그들 본국에 돌려 보내라!","He violated his own, and it's a Vietnam international student.
North Korea's Escape Park Sang-kyu is an emergency that is entering the Republic of Korea and causing it, but why do not you drive out?
To the Korean people, the defectors who are unstable instead of peace instead of peace, return to their home country without a car!"
1576,@saiyuiki 새집증후군인줄도 모르고 밀폐된 공간에서 강제자가격리(코로나) 를 했더니 급성편도염+알레르기피부염+역류성식도염으로 고생를 ;; 신선한 공기 마시러 간만에 나갑니다,"@saiyuiki I do not even know that I did not know the syndrome of the new house syndrome (Corona) in the enclosed space (corona), Fresh air will go to the tide"
1577,"▼코로나19 관련 대응 ▼(6. 12. 10:04)

▶️ 현황 

◾️ 누적 확진환자 155명 (격리해제 123명) https://t.co/n95tVNk6P4","▼ Corona 19 Response ▼ (6. 12. 10:04)

▶ ️ status

◾️ Cumulative confirmed patients (123, 123) https://t.co/n95tvnk6p4"
1578,"2주 자가격리 끝난지 3달도 안됐는데 또 하게 생긴 것 같다 ,,,, 살려죠 ,, 우선 낼 또 검사부터 받으러 가야해 ㅠ",I have not finished the two weeks. I have not been over three months.
1579,"동생 유가려 격리된 채 화상증언.
증언 끝나고 추방돼..

""서울시 공무원 간첩조작 사건""https://t.co/fbbQdbhJIB","Testimony of the brothers to be isolated.
It's been expelled after the testimony ..

""Seoul City officials spy manipulation event"" https://t.co/FBBQDBHJIB"
1580,"코로나를 통해 본 대구시는 과연 정상(?)
신천지 한마음APT 코호트격리 늦장 공개
대구 지원 의료진에 인건비 늦장 지급
대구지역 의료진의 일반병동 복귀시 감염
검사비 개인부담 했다가 반발에 철회
긴급생계자금 25억원 공무원 등 부당지급
대구시 관리시스템 붕괴와 도덕성 해이의
적나라한 모습","Daegu City, Corona,
Shinchonji Han-ma APT Cohort Isolation Sue Published
Due to the Deadline of Capital Support
Infection when returning to the general coordination of medical care in Daegu area
I was borne by the inspection fee
Emergency Livef Clay
Daegu City Management System Collapse and Moral
A man"
1581,"긴급재난지원금은 마스크와 손소독제 구입, 자가격리 등으로 사회적 거리두기를 자발적으로 실천하는 국민들에 대한 보조금으로 볼 수 있다. 재난기존소득보다는 재난지원금이라는 명칭이 당초의 목적에 맞다.
 - 우석진 명지대 경제학과 교수 -","Emergency disaster grants can be seen as a subsidy for the people who voluntarily practice their social distance by purchasing masks, handwriting, and pricing. The name of the disaster grant than the disaster existing income is the name of the original purpose.
 - Woosung-jin Gimjite Economics and Professor -"
1582,무협의 처분한 넘들부터 최고형으로 격리해야 한다. https://t.co/wXTkbwZPRU,It should be isolated from the best type from the disposal of martial arts. https://t.co/wxtkbwzpru
1583,"영국, 오늘부터 입국자 14일간 격리…(출처 : 연합뉴스 | 네이버 뉴스) https://t.co/dRkSzuo0P2","British, Isolated on 14 days from today ... (Source: Yonhap News | Naver News) https://t.co/drkszuo0p2"
1584,@s17221 제발 사회적 똘아이들 강제 격리시켰으면........,@ S17221 If you have forced social intelligence .........
1585,"▼코로나19 관련 대응 ▼(6. 8. 9:06)

▶️ 현황 

◾️ 누적 확진환자 140명 (격리해제 122명) https://t.co/NnPgZCTde6","▼ Corona 19 related to related ▼ (6. 8. 9:06)

▶ ️ status

◾️ Cumulatively confirmed patients (122 unlocked 122) https://t.co/nnpgzctde6"
1586,빠이널리 내일이 격리 막날!,Paustie tomorrow Isolated Mark!
1587,"20200607 15:33
날씨가 미쳤나? 완전 자동격리예정!
#제주향이네 #제주향이네귤나라 @제주향이네 https://t.co/RuNuKjs5uK","20200607 15:33
Is the weather crazy? Fully automatic isolation scheduled!
# Jeju Heavy # Jeju Heavy Inniacline @ Jeju Heavy Https://t.co/runukjs5uk"
1588,"자가격리 이탈 대구 40대 남성, 충남 공주 휴게소서 검거 | 다음 뉴스 https://t.co/PWswsQYn2n
대구-남원-전주-공주로 도주, 경찰 공조로 붙잡혀

야이 썅!!!  저것이 뒤질라고 환장했나!!!","40s Presser's 40s Male, Chungnam Princess Resting Area | Next News https://t.co/pwswsqyn2n
Daegu - Namwon - Jeonju-Princess,

Ya 썅 !!! Did that I have been quit !!!"
1589,"@albett_chung 지성호가 혼수상태입니다.
중화자실에 격리치로 부탁해요.","@albett_chung Ji Sung-ho is a coma.
I would like to ask the Chinese room."
1590,"게임 0시간 했는데 공부는 왜 3시간 한거지???? 난 하루동안 뭘 하고 산거지????  인생 리플레이 확인 좀 하고싶다 버그아니냐? ㅋㅋ 
 20살이후로 내 자신에게는 실망의 연속이다 정말
 자유로운 공간에서의 노력은  격리시켜놓고 깨워주고 밥맥여주고 재워주는곳에서의 노력보다 5배는 힘든듯ㄷㄷ","Why did you study 0 hours and study 3 hours ???? What do you do for a day ???? Do you want to check your life replay? haha
 Since I was 20 years since I was 20 years,
 The efforts in the free space are isolated and wake up and wake up, and rice,"
1591,"이주간의 호텔격리가 필수적인데도 올사람은 오는구나. 어제 소개받은 미국인 말고도 2주뒤에 전에왔던 바이올린 장인친구도 온다고하네. 확실히 교직, 자영업자로군. 나도 자가격리 감안하고 나가도 되는건가. 이왕갈거면 석달있어도 안 지루할 곳...","Even if the hotel isolation between the migration is essential, it will come. It is said that it is a violin craftsman who came before two weeks ago, not to introduce yesterday. Certainly teaching, self-employed. I do not even know if I'm going to get a price. If you go to this place, you can not even bore the place ..."
1592,근데이거 ^^ㅣ발 격리되는거아니냐,But this is not ^^ ㅣ Is not it isolated?
1593,@lovegentleini @khlee001 금수의 탈을 쓴 사람은 사회로부터 영원히 격리시키는 것이 공권력이 할 일..,@LoveGentleini @ khlee001 A person who wrote the ride of money is to be aware of it forever to isolate it from society.
1594,"▼코로나19 관련 대응 ▼(6. 4. 9:10) 

▶️ 현황 

◾️ 누적 확진환자 135명 (격리해제 122명)

◼ 1:1 매칭 
* 모니터링 931명 (일반 149, 해외입국자 782명) https://t.co/MGcwx32wpc","▼ Corona 19 related to related ▼ (6. 4. 9:10)

▶ ️ status

135 cumulative patients (122)

◼ 1: 1 matching
* Monitoring 931 (general 149, 782 overseas entrys) https://t.co/MGCWX32WPC"
1595,https://t.co/is93BSopfz ㅋㅋㅋ 그냥 수꼴!!아직도 기본소득보장을 포퓰리즘이라고생각하다니 유럽선진국상황은 포퓰리즘천국?코로나초기중국인입국금지가실패라고?먹물아!중국과의무역규모가얼마인지알어?중국과척지면우리경제가어찌되는지알어?그걸감안하고 공항에서부터검사 격리를한겨!!어중아!,https://t.co/is93bsopfz ㅋㅋ Just a few! I know? I know if I have to go to the Eastern Economic Economy of China.
1596,"강제격리...고독하구나 놀아줄사람도줄어들고
결국 나하고친했던사람들은 그냥 나를일회용 취급한거야 ~ 오마갓..~ https://t.co/uWRNDFAldf","Forced isolation ... Lonely, I decrease,
Eventually, people who were looking for me are just treated for me."
1597,@elan_d_amour 격리중일 때도 마시고 격리 해제일에도 마시면 안되나요?🤣,@ELAN_D_AMOUR Do not even drink and do not even drive isolation? 🤣
1598,"세부에서 입국하여 자가 격리 마감 기념 및 늦은 환영 행사!

다이빙하는 #딥인사이드 인간들.,

발에 채이는 것들이 죄다 강사들이네..ㅋㅋ

간만에 인스타질., @칠곡 동명면 https://t.co/Od9PlOVCCj","Come to enter into the details of the quarantine and late welcome events!

Diving # Deep Inside Humans.,

Things that are in the feet are the instructors.

It is not enough for it."
1599,"▼코로나19 관련 대응 ▼(6. 2. 8:51) 

▶️ 현황 

◾️ 누적 확진환자 135명 (격리해제 122명) https://t.co/Gnr8STvfvO","▼ Corrona 19 Responses ▼ (6. 2. 8:51)

▶ ️ status

◾️ Cumulatively confirmed patients (122) (122) https://t.co/GNR8STVFVO"
1600,"▼코로나19 관련 대응 ▼(6. 2. 8:24) 

▶️ 송파#48 확진자 관내 이동 동선에 포함되어있는 예수세계교회 접촉자 분류 및 전수조사 

◾️ 118명 (자가격리 26, 능동감시 92) 중 117명 모두 음성입니다. 미실시 1명은 유아로 검사 보류입니다.","▼ Corrona 19 Response ▼ (6. 2. 8:24)

▶ ️ ️ ️ ️ ️ ️ ️ ️ ️ 조사 조사 ️ ️ ️ ️ ️

118 people (117, 92, 92), are all over 117. One of the unauthorized cases is an infant checking."
1601,재난지원금 받으러 무단이탈한 자가격리자..주민센터 일시 폐쇄 | 다음 뉴스 https://t.co/0fD4WGCFzC,Let's go to the disaster grant. Next News https://t.co/0fd4wgcfzc
1602,"팽 당한 대구 의료진들
대구지역 거점·전담병원의 코로나 병동에
근무한 의료진이 일반병동으로 복귀할때
자가격리 14일 간 개인연차 사용하라는
대구의 거점 병원들.
코로나 일선현장에서 고생한 의료진이
임무를 끝내고나니 대구시와 병원으로
부터 팽개쳐진 신세가 된 인원은 3200명","Fans Daegu Medical Staff
In Daegu area,
When the working medical staff returns to general meridians
Using personal annual use for 14 days
Daegu's base hospital.
Corona Line
After finishing the mission,
The number of people who have been in the case of 200,000 won"
1603,"20200601 17:46
다시 자동격리 장소로 이동중!
#제주향이네 #제주향이네귤나라 @Jeju International Airport-제주국제공항 https://t.co/mULGuvZB4T","20200601 17:46
Go back to the automatic isolation place!
# Jeju Heavy # Jeju Inn Its Nondara @jeju International Airport - Jeju International Airport https://t.co/mulguvzb4t"
1604,"▼코로나19 관련 대응 ▼ 

서현1동 행정복지센터 오늘 6시까지 긴급 폐쇄합니다. 자기격리 기간 중 격리 수칙을 어기고 무단이탈해 서현1동 행정복지센터를 방문한 것으로 확인되었기에 내린 조치입니다. 공동체의 안전을 위해서는 무관용 원칙에 따라 익일 고발조치합니다.","▼ Corona 19 related to related ▼

Seo Hyun 1 Administrative Welfare Center is an emergency closed by 6 o'clock today. During its own isolation period, it is confirmed that it was confirmed that it was confirmed that it is destroyed and unauthorized and unauthorized. For the safety of the community, it will accuse the next year according to the principle of indifference."
1605,"대구시장 권영진은 알고있나?
""덕분에 챌린지, 캠페인으로 대구 코로나
전담 의료진의 부당한 처우를 얼렁뚱땅
넘기려는 것 같아 화가 난다. 이래도돼나?""
코로나 전담 병동 담당 간호사들 일반병동
복귀하면서 14일의 자가격리 기간동안
각 개인연차 사용하라고 주장하는 병원들","Do you know Daegu Market Kwon Young-jin?
""Thanks to Challenge, Campaign, Corona
Dedicated medical staff's unfair treatment
I think I'm going to pass it. Since now? ""
Corona Temple Ward Nurse
During the 14-day price period,
Hospitals claiming to use each individual annual"
1606,"중국苏州에 들어와 14일 격리 끝나고 보따리 속에 한국폰 이제야 받았다.
오늘저녁에는 지난 일들을 헤아려 보려한다.
다들 잘 계시구나..보령할베도 수현님도. https://t.co/592FZQ9kNB","I went to China and the last 14 days, and I had to go to the Korean phone in the bag.
I will try to count the last things in the evening.
Everybody is well. https://t.co/592fzq9knb"
1607,백현아 백현아 우리 천생연분인 것 같아요!!!ㅋㅋㅋㅋㅋㅋㅋㅋ오늘 격리 첫날 슬퍼하는데 근데 이거 봤어 그냥 헤헤헤헤헤하헤헤하하    사랑해 우리 백현이🤟🏻 https://t.co/IbHhFAywx4,"Baek Hyun-ah, Baek Hyun-ah, I think we are a genuine maternity !!! ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ"
1608,@xox11292 보시다시피 자가격리중이양,"@ XOX11292 As you can see,"
1609,"▼코로나19 관련 대응 ▼(5. 29. 9:23)

▶️ 현황 

◾️ 누적 확진환자 131명 (격리해제 122명) https://t.co/Yu792Cfdbf","▼ Corrona 19 related to related ▼ (5. 29. 9:23)

▶ ️ status

◾️ Cumulatively confirmed patients (122) (122) https://t.co/yu792cfdbf"
1610,@PhotolikerLMH 그러고보니 서울 올라와서 명헌님 못뵈었네유. 언제쯤 셀프자가격리를 끝낼런지..,"@PhotoLikerlmh, and I saw Seoul, When will you finish the prime of self-pricing .."
1611,"▼코로나19 관련 대응 ▼(5. 28. 8:56)

▶️ 현황 

◾️ 누적 확진환자 131명 (격리해제 122명)

◼ 1:1 매칭 
* 모니터링 794명 (일반 62, 해외입국자 732명) https://t.co/JvuH71yzgV","▼ Corona 19 Responses ▼ (5. 28. 8:56)

▶ ️ status

131 cumulative patients (122)

◼ 1: 1 matching
* 794 monitoring (732, 732 overseas entry) https://t.co/JVUH71YZGV"
1612,"청주시, '지역 18번' 확진자 동선 공개..접촉자 13명 검사 | 다음 뉴스 https://t.co/CgwCONfsRX

청주시 상당구에 사시는 우리 엄마 37세 확진자가 아파트 옆라인 어머니댁에 다녀간후 동네가 발각 뒤집 혔다고 ㅠㅠ 병원, 약국 소독하고 문닫고, 격리 되었고, 난리도 아니라고 ㅠㅠ","Cheongju City, 'Area of ​​Area 18' Next News https://t.co/CGWConfsrx

Our mother 37 years old, who is living in a pretty guy, Cheongju-si, who is a 37-year-old confirmation of the Apartment, and the neighborhood is home to the mother's house."
1613,@_La_campanella_ 아 그리고 저 6월말에 한국돌아갑니다 격리끝나면 밥한끼해여,"@_La_campanella_ Ah, I will return to Korea at the end of June."
1614,"드디어 격리 해제!! 🤗 근데 출근 싫다,,,, https://t.co/yDQJbLJML9","Finally, unlock it !! 🤗 But I do not like work ,,, https://t.co/ydqjbljml9"
1615,격리동물원. 성북동비둘기. 후원회원이 되어야 할 것 같습니다만. 무엇이든 오래오래 해 주세요. :) https://t.co/7e3FmLW8Me,Isolated zoo. Seongbuk Dongbids. I think it should be a sponsor. Whatever you have a long time. :) https://t.co/7E3FMLW8ME
1616,"이제 내일까지 자가격리인데
적응되어서인지 어째 좀 아쉽다잉ㅋㅋㅋ
근데 나 이틀 일하고 퇴사라서ㅋㅋㅋㅋㅋㅋ
5월에 2주 일했나??","Now it's a prayer by tomorrow.
I am a little unfortunate that I am adapted.
But I work two days and leave it.
Was it two weeks in May?"
1617,"마스크 쓰고 다녀!!
외출했다가 집에 가면 손 씻고
사람들 많이 모이는 데 가지 말고
마스크 안쓰면 지하철 못타.
그래도 걸리면 어떡하냐고?
그건 자가격리, 입원하면 돼.
병원비는? 아몰랑.
자꾸 중공 얘기하지 말라니까~
마스크 쓰고 다녀!!
#우한폐렴","I'm wearing a mask !!
I went out and wash my hand.
Do not give me a lot of people.
If you do not have a mask, you can not subway.
If you still get it, what do you do?
That's a prayer, you can hospitalize.
What is the hospital cost? Amorang.
I do not want to talk to my hollow.
I'm wearing a mask !!
# Wuhan pneumonia"
1618,"@msgundam9191 100일만에 서울사람 촬영 ;; 사람이 아니더라도 경복궁도 가보고 싶고, 남산도 가보고 싶은데 코로나 자슥때문에 셀프자가격리모드네오","@ Msgundam9191 Seoul People's Shooting in 100 days; I want to see Gyeongbok Palace, but I want to see Namsan,"
1619,@SB_Aca 셀프자가격리모드라 두달만에 카메라 잡아봤더니 어색하네. 골목골목한 사진을 찍고싶다아 (코로나: 응 안돼),"@Sb_aca Self-chair Prince Principal Morda, I saw the camera in two months, and it is awkward. I want to take a picture of an alley (Corona: I can not do it)"
1620,기숙사 형들이랑 자가격리되면 뭐 할지 회의했는데 바로 닌텐도 스위치랑 플스 55인치 티비 사오기로함,"If you get rid of your dormitory, you have a meeting,"
1621,자가격리 각인가;;,Is the price of each other;
1622,"직원들, 해외출장도 서러운데 한국 복귀 후 알아서 격리하라니…분노폭발 (출처 : 아시아경제 | 네이버 뉴스) https://t.co/BTaU66M8T2","Employees, overseas business trip also looked into Korean return ... Anger Explosion (Source: Asia Economy | Naver News) https://t.co/btau66m8t2"
1623,"▼코로나19 관련 대응 ▼(5. 25. 10:12)

▶️ 현황 

◾️ 누적 확진환자 131명 (격리해제 122명) https://t.co/SEUa4FcJP7","▼ Corrona 19 Response ▼ (5. 25. 10:12)

▶ ️ status

◾️ Cumulative confirmed patients (122 unlocked 122) https://t.co/seua4fcjp7"
1624,이미 한참 전에 특이점을 넘어버린 자가격리 https://t.co/TElOnCxNsX,HTTPS://t.co/teloncxnsx that has already been exceeded
1625,"오늘벌써 일요일이야?
자가격리하면 요일개념이 없어지는구나","Today is Sunday?
If you pray a day,"
1626,"홍콩 시위는 그간 미디어 싸움, 대부분 외신에 의존하는 부분이 컸다. 근데 지금처럼 판데믹- 락다운이나 자가격리 의무 인 상황에서 이전과 같은 효과를 기대할 수 있을까? 궁금한데 찾아보다가 복장 터지는 부분이 많아서 그냥 눈 감고 쓰루.","Hong Kong protests were large in the media fight, mostly dependent on the outside. But now, can I expect the same effect in Patdame-Rockdown or a proprietary obligation? I am curious, and I have a lot of attendance, I just have a lot of attendance."
1627,"@luciferul 자가격리 기간에 나도 4개 완성했는데 ㅋㅋ
이제는 시간도 없기도 하지만 
나도 그때 액자 걸 곳 없어서 그만함 😅","I have completed four of the @luciferul quantity period.
I do not have time now.
I do not have a framed girl,"
1628,자가격리끝-,End of prince -
1629,@geometryofsleep 흐아 넘 감사합니다 자가격리 끝나자마자 가볼 것,@Geometryofsleep Hump Thank you
1630,"Came back to motherland and back to LA in July 🤍 covid test was painful ergh 
도착했어요! 격리 끝나고 일처리 끝나면 다시 미국 돌아가지만,,, 모두 건강합시다 https://t.co/aqJWXyU6Zs","CAME Back to Motherland and Back to La in July 🤍 Covid Test Was Painful Ergh
Arrived! When I finish the end of the day, I will go back to the US again, but all healthy https://t.co/aqjwxyu6zs"
1631,비자와 2주+ 2주 격리부터 어떻게 하고 말하던가,How do I say from a visa and two weeks + 2 weeks
1632,"자가격리 어기고 외출한 20대 일본인 구속 / 연합뉴스TV (YonhapnewsTV) https://t.co/uyax5d8z5a @YouTubeより

남 나라까지 와서 도대체 뭐하고 다니니...","The twenties of the twenties in the twenties of the twenties in the 20s,

I came to the South country and I do not know what to do ..."
1633,"@hongseob121 어디있는지 모르겠지만 들어오면 무조건 2주 격리니 
쉽게 교체하지 못할거 같아요","@ Hongseob121 I do not know where I am, but when I came in,
I think I can not easily replace it."
1634,ㅅㅂㅜ얘때매 지인 자가격리됐엇디 https://t.co/n6tJvejhi0,"When I am a junior,"
1635,"전세기·격리 면제'까지…""한국 기업 모십니다"" https://t.co/t6aX0HbWMi","Up to the charter, isolation exemption ... ""Korean Enterprises"" https://t.co/t6ax0hbwmi"
1636,필리핀서 코로나19 확진자 등 8명 격리시설 탈출 https://t.co/AFHhCNDs98,"Philippines Sugar Corona 19 Cleaners, etc. 8 isolation facilities Escape https://t.co/afhhcnds98"
1637,"@newsvop 고령에 상관없이
반드시 
격리해야 한다
잘 못된 바이러스 전파자","@newsvop Regardless of the elderly
certainly
I should isolate
Well-naughty virus propagator"
1638,"악!!! 올해도 실치회 못먹으러감,,,,,, 자가격리만 안당했어도","Ouch!!! This year, I can not eat the diseases,"
1639,카페에 사람 미친수준으로 많아서 나혼자 조그만 베란다 독점하고있음 저들과 격리되어... 근데 좀 춥다,"There are a lot of people in a cafe, so I am a joyful veranda exclusive."
1640,"심성우와 이재명은 동일한
성격을 가진 이 사회의 범죄성 유전인자를가진  부류들입니다! 대중들과의 격리조치가 필요함! 친형도 죽인 살인마! https://t.co/s9Xt85nqhw","Shim Sung Woo and Lee Jae-nam are the same
This is a class with the crime of this society with personality! I need an isolation action with the public! Do not kill your brother! https://t.co/s9xt85nqhw"
1641,두번째 자가격리 끝나고 첫 외출은 공인인증서 OTP배터리 나가서 국민은행^^ 치과는 이미 환자 다 옮겼다고 나오지 말라고 ㅠ ㅠ 슬프다.. 공인인증서는 곧 없어진다는데.. OTP는 안없어지나?? ㅠ ㅠ @강남 어딘가 https://t.co/pMasU0YKWA,"The second person is the end of the second person, and the first goal is going out of the author's Certificate OTP battery. ㅠㅠ @ Gangnam somewhere https://t.co/pmasu0ykwa"
1642,"이런  
환자는
격리시켜야 한다.

정상이 아니다.
오염방지 차원에서라도
그냥두면
사회악이다. https://t.co/XzhiFDy2Or","this
Patient
I have to isolate it.

It is not normal.
Even in the prevention of contamination
Just by
It is a sociable. https://t.co/XZHIFDY2OR"
1643,"탄자니아: 여행객 입출국에 관한 새로운 지침, 모든 여행객은 코로나19 검역 대상이지만 14일 의무 격리는 없음. 아마 열이 나지 읺으면 자가격리 없이 탄자니아 여행 가능하다는 이야기 같음. https://t.co/SyyNl1Z8Gs","Tanzania: New instructions on traveler's entrance and exit country, all travelers are Corona 19 quarantine targets, but no obligation to be duty. Maybe it is a story that Tanzania is able to travel without the price of the car. https://t.co/SYYNL1Z8GS"
1644,"유급이냐
무급하고 코로나격리 생활비를 받냐
이거 둘중에 하나고르라는데
유급하면 내 기본급에 근무일수 나누면 일당인데 일당에 2주 계산하니 백만원넘음.","Are you paid?
I am an unpaid and Corona Isolated Living expenses
This is one of them.
In the case of the mercenaration, it is a peripheral day if you divide the day in my basic class,"
1645,아키라... 코로나에 자가격리인데 진지내고있는거구나 진짜 안심심하게 지내는듯 팬들도 고맙게생각한다 방송도 콘서트도 못하고 생사 불명인 애들보다 훨좋네 ㅋ,"Akira ... I am a prayer of Corona, but I think that I do not know if I am a real unity."
1646,자가격리건 뭐건 비오는 날엔 따뜻하고 축축한 김말이다 반박은 없습니다 https://t.co/u0GF6uae2o,"Price Rare is a rainy day in a rainy day, it is a warm and wet Kim Hwa. Https://t.co/U0GF6UAE2O"
1647,"차은우, 자가 격리 들어가야 하는 거 아닌가!!! 차은우 사회적 거리두기 기간에 이태원 유흥시설 방문 후 '덕분에 챌린지' 참여했다https://t.co/HcjTXyskHa","Keiwoo, it's not going to enter the capital !!! After the visit to this, Lee Tae-woo was participating in the 'I am a challenge' after visiting Iryewo,"
1648,변태네요. 격리가 필요한 변태 성욕자 환자입니다. https://t.co/vBkYCjWFk4,It is a transformation. It is a patient to be an immobilized mild bath. https://t.co/vkycjwfk4
1649,@4fOEuZt1TdKO70I @dmrdprtlqkf 누가 자가격리 안하고 말고 따졌나요?ㅋㅋ 저글 문맥 파악 못하시길래 멘션 단건데 갑자기 왈가왈부세요,@ 4foeuzt1tdko70i @dmrdprtlqkf Who did not you get rid of it? ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ
1650,조한혜정 칼럼 제목이 워낙 섹시해서 수년 만에 읽었는데 중간까지 막 욕이 튀어 나오려다가 마지막 결론부부터 그래도 나이 값은 하는구나 하는 마음이 들었다. 조한혜정의  계급적 인격적 철딱서니에 대한 학습된 선입견이 너무 컸다. 원격 격리가 불가능한 계층 문제..ㅠ https://t.co/4uSAlapK3v,"I was so sexy because I was so sexy because I was so sexy because I was so sexy, but I was going to pop out until the middle, and I heard the age value, but the last conclusion. The learned prejudice for the classic stump of the benefits was too large. Remote isolation is a hierarchy problem .. ㅠ https://t.co/4USALAPK3V"
1651,"#우한폐렴(61) 우한시 1100만명 우한폐렴 확진검사의 의도는 우한시 20여명 확진자 이송 발각, 300여명 격리조치 또 숨겨 ... https://t.co/YIUjAdAUgI - @YouTube","# Wuhan Pneumonia (61) Wuhan City 11 million Wuhan Pneumonia The intent of the closed test is that 20 people are confirmed by the Wuhan City, 300 units,"
1652,"@neoakira14 그런 트러블은 없었어요
아직 격리풀린지10일
ㅜㅜ
대신 뒤지게 덥습니다
북쪽도 이정도인데
호치민은 얼마나 더울지","@ neoakira14 I did not have such a trouble.
10 days
ㅜ ㅜ
Instead,
It's the north too.
How hot is Ho Chi Minh"
